impressions,clicks,ad_position,device_type,budget,ctr
2243,757,1,mobile,7897.66,0.3374944271065537
9603,22,6,tablet,6864.29,0.002290950744558992
15249,291,9,mobile,9503.73,0.01908321857170962
19022,485,7,desktop,4315.73,0.025496793186836293
12275,784,5,mobile,828.15,0.06386965376782078
8456,306,2,mobile,1260.11,0.03618732261116367
15170,634,1,mobile,7744.53,0.04179301252471984
922,128,2,desktop,724.18,0.13882863340563992
17427,625,1,mobile,9082.87,0.03586388936707408
14389,939,3,desktop,2852.42,0.06525818333449163
6250,273,6,mobile,8993.85,0.04368
4525,848,8,tablet,7746.39,0.18740331491712708
16132,442,3,desktop,8718.45,0.027398958591619144
2298,503,10,desktop,2179.69,0.21888598781549173
3552,130,9,desktop,5977.15,0.0365990990990991
9206,132,10,desktop,981.21,0.014338474907668911
13959,597,5,desktop,2062.69,0.04276810659789383
17792,935,7,mobile,3133.53,0.052551708633093525
8805,482,8,mobile,7421.09,0.054741624077228844
10212,862,3,desktop,295.91,0.08441049745397572
4941,390,2,mobile,9036.02,0.07893139040680024
15458,593,2,mobile,754.49,0.03836201319705007
1509,999,5,mobile,3796.08,0.6620278330019881
4666,985,1,mobile,856.84,0.21110158594084868
11482,325,2,desktop,7701.23,0.028305173314753528
18039,69,9,mobile,1456.08,0.0038250457342424746
14696,660,7,tablet,8853.33,0.04491017964071856
904,448,6,tablet,5325.71,0.49557522123893805
13321,528,9,tablet,9487.3,0.03963666391412056
1379,819,7,mobile,2939.09,0.5939086294416244
13292,617,5,mobile,4570.45,0.04641889858561541
7183,165,9,tablet,6957.76,0.022970903522205207
11193,488,6,tablet,8327.54,0.04359867774501921
17871,713,6,desktop,4242.5,0.039897039897039896
12980,709,4,mobile,8929.7,0.05462249614791988
15617,426,1,mobile,1223.97,0.027277966318755204
19163,697,5,desktop,7101.41,0.03637217554662631
2206,834,9,mobile,3514.58,0.37805983680870353
16186,265,8,desktop,1058.29,0.016372173483257136
4931,875,8,desktop,3897.31,0.17744879334820524
19252,612,5,desktop,8808.15,0.031788905048826095
3286,342,9,mobile,9806.31,0.10407790626902008
2673,832,3,mobile,3958.36,0.3112607557052002
12908,726,3,tablet,8869.84,0.056244189649829565
2699,278,1,desktop,5121.06,0.10300111152278622
4133,674,9,desktop,7184.3,0.163077667553835
8528,439,6,desktop,501.45,0.05147748592870544
1404,157,2,desktop,5595.25,0.11182336182336182
17785,422,8,desktop,748.11,0.023727860556648862
19025,251,9,mobile,2722.75,0.013193166885676741
18535,878,9,mobile,5689.8,0.04736984084165093
8733,609,2,mobile,8081.28,0.06973548608725524
11472,530,2,mobile,5630.89,0.046199442119944215
9096,327,7,mobile,9365.11,0.03594986807387863
16558,961,4,mobile,8112.81,0.058038410436043
5575,895,1,desktop,1604.59,0.16053811659192826
7284,97,8,mobile,3920.14,0.013316858868753433
12975,513,2,mobile,6701.43,0.03953757225433526
1722,216,3,mobile,9387.14,0.1254355400696864
16088,132,5,desktop,9877.77,0.008204873197414222
8141,260,3,mobile,7643.71,0.031937108463333745
16825,125,7,mobile,5759.0,0.007429420505200594
18558,82,7,mobile,7578.27,0.004418579588317707
8092,283,2,desktop,2768.7,0.03497281265447355
15746,683,7,tablet,2871.85,0.04337609551632161
17129,59,6,tablet,6560.78,0.003444450931169362
4363,544,10,mobile,8724.76,0.12468484987393995
14160,161,9,desktop,9699.6,0.011370056497175141
15256,284,9,mobile,3446.28,0.018615626638699527
8746,106,2,mobile,7975.71,0.012119826206265722
11764,105,7,mobile,8522.73,0.008925535532131927
3069,439,5,mobile,6250.57,0.1430433365917237
3128,228,6,desktop,3508.54,0.07289002557544758
19165,700,1,mobile,6209.93,0.036524915210018265
3729,582,7,mobile,5865.27,0.15607401448109412
3167,318,6,mobile,6084.93,0.10041048310704137
6041,464,4,mobile,6211.64,0.07680847541797715
17870,802,1,desktop,8478.23,0.04487968662562955
19350,599,9,desktop,1742.31,0.03095607235142119
11655,882,4,desktop,3704.57,0.07567567567567568
13181,874,2,mobile,5880.72,0.06630756391776041
6919,472,8,mobile,2869.11,0.06821795057089175
11146,56,2,mobile,9782.62,0.005024223936838328
17817,625,5,tablet,2668.35,0.035078857271145535
2811,13,6,tablet,4722.81,0.004624688722874422
4953,440,8,desktop,8779.78,0.08883504946497073
7815,18,1,mobile,846.63,0.0023032629558541267
9042,694,1,mobile,8215.85,0.0767529307675293
15607,973,4,mobile,5731.53,0.062343820080733005
15926,113,5,desktop,366.43,0.007095315835740299
1862,229,9,desktop,9033.98,0.12298603651987111
15950,171,7,desktop,440.01,0.010721003134796238
12212,295,7,desktop,5176.42,0.024156567310841794
12752,189,8,mobile,537.86,0.014821204516938519
6222,426,5,mobile,758.44,0.06846673095467695
581,581,5,mobile,8877.68,1.0
14636,79,1,mobile,7669.96,0.005397649631046734
253,253,9,mobile,2009.56,1.0
7717,919,6,desktop,6223.66,0.11908772839186212
1624,182,9,desktop,7957.06,0.11206896551724138
2220,499,3,mobile,8901.43,0.22477477477477478
15148,798,5,mobile,4709.65,0.05268022181146026
2443,762,2,mobile,8980.12,0.31191158411788783
5236,866,10,desktop,5103.11,0.16539343009931246
1340,826,5,mobile,6897.87,0.6164179104477612
160,160,8,mobile,9791.34,1.0
9230,835,2,desktop,2397.72,0.090465872156013
18123,71,8,mobile,1726.79,0.003917673674336478
12412,248,4,mobile,3453.09,0.019980663873670642
13450,146,10,desktop,1685.77,0.010855018587360595
12518,618,10,desktop,2877.42,0.04936890877136923
1352,775,1,desktop,7442.7,0.5732248520710059
8463,296,5,mobile,4801.36,0.03497577691126078
9750,582,1,mobile,3781.66,0.05969230769230769
18806,470,7,desktop,3718.8,0.02499202382218441
16414,506,8,mobile,1985.57,0.03082734251248934
4190,193,3,desktop,4501.74,0.04606205250596659
7060,68,3,desktop,6265.12,0.009631728045325779
3104,494,7,tablet,1434.59,0.15914948453608246
16813,817,4,mobile,9729.49,0.04859335038363171
3740,52,3,mobile,4460.65,0.013903743315508022
1441,882,8,mobile,9482.21,0.6120749479528106
11955,363,3,desktop,1389.86,0.030363864491844417
438,438,7,mobile,7683.8,1.0
5995,917,2,mobile,6195.5,0.15296080066722267
12354,474,1,mobile,8209.64,0.03836813987372511
19192,846,6,mobile,6026.75,0.0440808670279283
11444,521,8,mobile,9630.22,0.04552603984620762
1850,763,1,mobile,6287.97,0.41243243243243244
2521,431,10,desktop,7856.81,0.17096390321301072
7219,844,9,mobile,8781.94,0.116913699958443
5419,298,3,mobile,7160.11,0.054991695884849603
15996,435,3,desktop,5266.15,0.02719429857464366
12018,696,4,desktop,2764.53,0.05791313030454318
13949,691,1,mobile,8552.2,0.04953760126173919
4973,198,9,mobile,4831.75,0.03981500100542932
4906,128,3,desktop,6226.05,0.026090501426824297
8692,532,10,mobile,838.3,0.061205706396686606
12282,984,4,mobile,4998.65,0.08011724474841231
19641,411,1,mobile,6996.67,0.02092561478539789
16874,934,4,mobile,5861.52,0.05535142823278417
12145,840,1,mobile,4513.12,0.069164265129683
4530,65,5,desktop,2273.1,0.01434878587196468
8920,694,5,desktop,3131.22,0.07780269058295965
4332,241,7,mobile,7021.21,0.05563250230840259
11222,369,8,mobile,2280.7,0.032881839244341474
15123,536,4,desktop,6236.18,0.03544270316736097
8107,384,7,mobile,5917.89,0.0473664734180338
18005,431,4,mobile,9705.65,0.02393779505692863
9118,967,3,desktop,654.78,0.1060539592015793
1600,83,6,desktop,1125.82,0.051875
6837,982,4,mobile,5085.53,0.14363024718443762
3394,831,3,desktop,5294.74,0.24484384207424867
18903,697,9,mobile,447.28,0.036872454107813576
19526,951,5,mobile,8267.26,0.04870429171361262
4597,828,7,mobile,4972.5,0.18011746791385685
17950,611,6,desktop,3499.11,0.03403899721448468
714,574,10,desktop,3222.6,0.803921568627451
9474,286,5,desktop,8621.0,0.030187882626134685
19707,989,7,mobile,2007.49,0.05018521337595778
2767,534,6,mobile,1646.16,0.1929887965305385
13509,459,10,mobile,2171.13,0.03397734843437708
16614,212,2,mobile,6268.97,0.012760322619477548
3083,126,3,mobile,8118.76,0.04086928316574765
12751,413,2,tablet,3343.24,0.032389616500666615
8330,499,3,desktop,1775.95,0.059903961584633854
6740,425,1,mobile,2131.48,0.06305637982195846
11879,554,8,mobile,6210.88,0.046636922299856894
15417,610,6,mobile,2498.05,0.03956671207109035
17404,961,2,desktop,8778.94,0.05521719145024132
7664,543,8,desktop,1083.72,0.07085073068893528
15620,158,6,desktop,372.07,0.010115236875800257
13837,112,7,mobile,929.36,0.008094240080942401
9423,402,1,mobile,8464.15,0.042661572747532635
15329,759,7,tablet,6529.73,0.04951399308500228
11813,122,3,tablet,9579.56,0.01032760518073309
8602,273,8,mobile,3396.15,0.031736805394094396
19725,294,6,mobile,2166.15,0.014904942965779468
645,398,4,mobile,5641.65,0.6170542635658914
4446,471,8,desktop,5401.39,0.10593792172739541
10096,985,9,desktop,5930.69,0.09756339144215531
15875,207,10,desktop,3507.96,0.013039370078740158
14019,110,2,mobile,108.67,0.007846494043797702
3910,440,6,mobile,398.56,0.11253196930946291
7306,278,5,mobile,6655.07,0.038050917054475775
9105,963,5,tablet,5256.42,0.10576606260296541
16471,568,10,mobile,8219.06,0.034484852164410176
12416,887,3,desktop,3039.08,0.07144007731958762
18516,915,8,mobile,8163.95,0.04941672067401166
8536,569,8,tablet,4283.64,0.06665885660731022
13084,940,5,desktop,1012.15,0.07184347294405381
371,371,8,mobile,9780.22,1.0
19995,803,10,desktop,5143.76,0.0401600400100025
18255,114,8,mobile,6313.31,0.006244864420706655
10716,893,3,mobile,6724.43,0.08333333333333333
4461,897,2,mobile,3656.0,0.20107599193006054
7169,820,9,tablet,7487.91,0.11438136420700237
17404,853,2,tablet,8709.15,0.049011721443346354
3530,477,9,mobile,3902.51,0.13512747875354109
12776,710,4,desktop,6587.16,0.055572949279899815
10916,933,2,desktop,7583.38,0.08547086844998168
2150,321,10,desktop,1941.75,0.14930232558139536
11792,179,1,mobile,3359.33,0.015179782903663501
1265,897,4,mobile,1132.52,0.7090909090909091
2133,219,9,desktop,6041.97,0.10267229254571027
245,245,9,mobile,8019.33,1.0
14369,949,4,mobile,6127.84,0.06604495789546941
7932,528,9,desktop,1838.85,0.06656580937972768
14386,492,6,mobile,5486.37,0.034199916585569305
2732,891,1,tablet,8357.59,0.3261346998535871
4594,61,10,mobile,3062.11,0.013278188942098389
15252,54,6,tablet,8334.88,0.0035405192761605035
9255,680,9,mobile,7857.0,0.07347379794705565
10526,538,2,mobile,266.32,0.05111153334600038
10333,848,6,mobile,2432.58,0.08206716345688571
1928,988,2,desktop,5452.28,0.5124481327800829
12360,65,4,desktop,7190.29,0.0052588996763754045
9230,612,8,mobile,8811.28,0.06630552546045504
4905,586,7,mobile,6428.37,0.11946992864424057
906,704,9,desktop,3834.42,0.7770419426048565
8302,171,7,mobile,1887.04,0.020597446398458202
1968,273,1,desktop,7612.36,0.13871951219512196
14661,889,2,mobile,2107.48,0.06063706432030557
15612,699,6,desktop,6969.53,0.04477325134511914
14999,535,7,desktop,1853.06,0.03566904460297353
16320,391,3,tablet,955.99,0.023958333333333335
16034,940,9,desktop,2548.45,0.058625420980416613
5529,693,7,mobile,2885.05,0.12533912099837222
9176,327,6,mobile,6489.73,0.03563644289450741
3664,108,6,desktop,1650.79,0.02947598253275109
1489,847,1,mobile,9306.55,0.5688381464069846
11693,162,5,desktop,5565.9,0.013854442829043016
7374,814,10,desktop,4934.77,0.11038784919989152
17308,452,3,mobile,4375.21,0.026115091287266003
18749,206,7,mobile,5687.68,0.010987252653474852
17420,590,10,mobile,273.35,0.0338691159586682
10845,16,3,mobile,9901.36,0.001475334255417243
14299,327,5,mobile,5597.37,0.022868732079166374
15976,608,7,mobile,400.19,0.03805708562844266
18280,659,3,mobile,5920.28,0.036050328227571114
8345,2,10,mobile,4398.93,0.0002396644697423607
7314,10,2,mobile,289.18,0.0013672409078479629
826,434,6,mobile,9248.07,0.5254237288135594
19220,125,8,mobile,155.14,0.0065036420395421434
13932,81,4,desktop,5799.82,0.005813953488372093
11462,485,9,mobile,9619.82,0.04231373233292619
18397,652,8,mobile,2414.16,0.035440560961026255
10206,838,7,desktop,2579.08,0.08210856359004508
7757,150,7,tablet,54.21,0.019337372695629754
18950,800,3,mobile,710.19,0.04221635883905013
14651,873,6,mobile,496.64,0.05958637635656269
8006,340,5,mobile,8235.43,0.04246814888833375
7387,129,1,mobile,8375.54,0.017463110870448086
992,438,3,tablet,7280.67,0.4415322580645161
10322,751,1,desktop,3559.81,0.07275721759348963
4775,501,4,desktop,8221.48,0.10492146596858638
2033,58,10,mobile,5420.76,0.02852926709296606
17864,198,3,desktop,3077.89,0.011083743842364532
11973,211,4,mobile,4400.9,0.017622985049695148
17774,914,9,mobile,704.39,0.05142342747833915
18124,902,3,mobile,9451.84,0.04976826307658354
13339,45,6,mobile,6210.21,0.003373566234350401
10974,97,6,mobile,7325.78,0.008839074175323492
17702,279,7,desktop,6782.0,0.015760930968252176
5116,535,9,mobile,6694.11,0.104573885848319
13874,410,7,mobile,221.75,0.02955167940031714
9852,461,1,mobile,5277.44,0.04679252943564759
17438,391,8,mobile,8226.02,0.022422296134877853
15685,847,5,desktop,492.96,0.05400063755180108
7391,44,9,desktop,9563.85,0.0059531863076714925
1074,27,10,desktop,4270.39,0.025139664804469275
4233,794,5,mobile,2934.46,0.18757382471060713
14763,97,5,desktop,5341.62,0.006570480254690781
4072,975,2,desktop,8022.08,0.23944007858546168
5395,548,3,mobile,4773.81,0.10157553290083411
14013,621,10,mobile,6468.8,0.04431599229287091
9205,567,9,desktop,5024.15,0.061596958174904945
8328,704,7,mobile,6331.16,0.0845341018251681
10003,219,1,mobile,1423.41,0.021893431970408876
3120,185,3,mobile,434.7,0.05929487179487179
9087,69,2,mobile,1412.17,0.0075932651039947174
12980,829,1,mobile,2894.09,0.06386748844375963
5333,130,9,mobile,2570.89,0.024376523532720795
9616,567,8,desktop,6170.99,0.058964226289517474
14659,890,5,mobile,4586.1,0.06071355481274302
16801,609,2,desktop,436.18,0.036247842390333906
2496,848,1,mobile,396.92,0.33974358974358976
18646,599,7,tablet,951.35,0.03212485251528478
19229,806,2,tablet,3563.16,0.04191585625877581
1691,631,1,desktop,111.52,0.3731519810762862
11403,720,2,tablet,4965.17,0.06314127861089187
6283,334,7,desktop,3638.66,0.05315931879675315
1412,925,7,desktop,5576.64,0.6550991501416431
7414,154,10,mobile,7222.21,0.020771513353115726
18867,547,6,mobile,2547.18,0.0289924206286108
19723,79,5,desktop,1612.98,0.004005475840389393
2239,579,3,mobile,2816.63,0.2585975882090219
14788,855,3,desktop,67.54,0.05781714903976197
18188,413,9,desktop,1244.13,0.022707279524961512
7024,546,4,mobile,7520.76,0.07773348519362187
462,462,9,desktop,2266.93,1.0
19088,169,4,mobile,9943.28,0.008853730092204526
13581,681,2,mobile,1719.92,0.05014358294676386
3838,663,4,mobile,7898.28,0.17274622199062012
2569,583,6,mobile,7065.19,0.22693655118723238
16206,515,6,mobile,3255.21,0.031778353696161915
17040,314,5,mobile,3340.85,0.018427230046948358
9117,32,1,mobile,5657.34,0.0035099265109136777
2908,287,3,desktop,8531.12,0.09869325997248968
16470,594,5,desktop,3892.56,0.036065573770491806
14970,43,6,mobile,658.74,0.0028724114896459584
12813,903,1,mobile,3775.47,0.07047529852493561
7661,617,9,desktop,2112.76,0.0805377888004177
2819,1,3,desktop,9395.11,0.000354735721887194
11800,573,10,mobile,6987.88,0.0485593220338983
3841,270,3,mobile,555.79,0.07029419422025514
9866,180,2,desktop,2965.24,0.01824447597810663
4098,736,8,desktop,549.65,0.1795998047828209
18887,518,3,mobile,8308.67,0.027426272038968604
16177,103,6,mobile,9067.65,0.006367064350621252
394,10,2,mobile,1167.18,0.025380710659898477
10277,583,7,desktop,4430.89,0.056728617300768704
9982,90,4,mobile,9322.24,0.009016229212582648
1236,226,9,mobile,1494.86,0.18284789644012944
2164,670,10,mobile,2954.44,0.3096118299445471
7109,740,9,tablet,3077.53,0.10409340272893515
13087,917,7,desktop,349.08,0.07006953465270879
4643,126,8,desktop,410.92,0.027137626534568166
1107,956,3,desktop,9530.29,0.8635953026196929
5545,209,5,mobile,5732.37,0.03769161406672678
10806,97,2,tablet,3101.15,0.008976494540070332
14849,74,10,mobile,3817.81,0.00498350057242912
11818,627,7,desktop,7162.69,0.05305466237942122
9539,191,8,mobile,3696.85,0.020023063214173395
13381,682,9,mobile,2316.22,0.05096779015021299
1535,819,7,mobile,1063.28,0.5335504885993485
671,671,10,desktop,7302.88,1.0
2482,716,10,desktop,1846.62,0.2884770346494762
5184,56,8,mobile,743.0,0.010802469135802469
16761,720,9,mobile,4298.2,0.042956864148917126
13607,553,6,tablet,443.73,0.04064084662306166
7159,32,10,mobile,9651.73,0.004469898030451181
18371,527,2,desktop,6291.57,0.028686516792771215
12871,574,2,desktop,1569.33,0.044596379457695595
17749,667,4,mobile,1765.92,0.037579581948278776
7591,284,9,mobile,5719.79,0.03741272559610065
14627,721,7,mobile,3597.83,0.04929240445751008
17524,832,2,mobile,7753.95,0.04747774480712166
14959,494,8,mobile,5480.77,0.03302359783407982
8173,187,7,mobile,4361.67,0.02288021534320323
9177,498,9,mobile,9631.65,0.054266100032690424
19236,442,8,desktop,3937.75,0.022977750051985858
11483,130,3,desktop,4036.08,0.011321083340590439
16478,639,1,mobile,6674.44,0.03877897803131448
2453,292,2,mobile,8104.31,0.11903791275988586
4899,114,2,mobile,6280.84,0.023270055113288425
17170,199,4,mobile,7001.17,0.01158998252766453
12039,13,6,desktop,3760.67,0.0010798239056400032
2528,271,4,mobile,4820.99,0.1071993670886076
11396,601,9,desktop,2010.5,0.052737802737802736
7913,215,4,mobile,6818.45,0.0271704789586756
14514,444,6,desktop,2253.45,0.03059115336916081
11901,790,6,mobile,62.51,0.06638097638853878
11845,512,10,desktop,9340.93,0.04322498944702406
13125,447,10,tablet,3094.85,0.034057142857142855
3456,986,1,desktop,2006.49,0.28530092592592593
14388,993,8,desktop,2718.06,0.06901584653878232
6640,715,3,mobile,3337.95,0.10768072289156627
16522,74,6,tablet,4771.74,0.004478876649316063
3442,537,3,mobile,740.05,0.15601394538059268
9178,101,2,mobile,574.1,0.011004576160383526
2944,176,5,mobile,2964.46,0.059782608695652176
10496,427,1,tablet,2992.87,0.04068216463414634
17582,117,9,desktop,1220.58,0.006654533045159823
18307,166,7,tablet,4077.68,0.009067569782050582
14098,41,3,desktop,2876.09,0.00290821393105405
13361,429,4,mobile,309.25,0.03210837512162263
19639,344,6,tablet,8862.92,0.01751616681093742
3193,424,3,tablet,8865.89,0.13279047917319137
11822,366,7,mobile,2131.36,0.030959228556927763
19380,120,6,mobile,1670.58,0.006191950464396285
11745,609,9,desktop,5495.56,0.05185185185185185
15183,657,5,tablet,6326.0,0.043272080616478956
1088,728,4,desktop,9577.55,0.6691176470588235
6546,229,3,desktop,3804.62,0.03498319584479071
16435,825,10,tablet,6201.09,0.05019774870702769
16233,130,1,desktop,8787.9,0.008008377995441384
1782,352,3,desktop,4527.04,0.19753086419753085
5726,889,3,desktop,1267.34,0.1552567237163814
7524,318,7,mobile,3805.6,0.04226475279106858
12957,984,7,desktop,1408.84,0.07594350544107432
12255,649,1,mobile,215.56,0.05295797633618931
17417,836,3,desktop,7527.95,0.047999081357294596
11525,337,8,mobile,2422.32,0.029240780911062907
2080,273,9,mobile,69.97,0.13125
15622,117,7,mobile,8730.7,0.007489437972090641
19540,818,7,desktop,4465.7,0.041862845445240535
9084,368,8,mobile,2426.66,0.04051078819903126
17275,94,6,mobile,2664.76,0.005441389290882778
15983,168,3,mobile,2443.35,0.010511168116123381
5490,954,1,mobile,1985.83,0.1737704918032787
18739,715,7,mobile,8420.2,0.03815571802123913
1707,341,1,mobile,1744.8,0.19976567076742824
6673,661,1,mobile,5640.45,0.09905589689794696
17468,914,9,mobile,819.34,0.052324250057247536
5876,695,10,mobile,9497.74,0.11827773995915589
3776,925,7,mobile,6052.97,0.24496822033898305
3480,152,4,desktop,9036.37,0.04367816091954023
8811,586,6,mobile,4008.88,0.06650777437294292
8882,877,1,mobile,8116.19,0.09873902274262554
17534,913,7,mobile,8543.86,0.052070263488080304
14097,274,6,mobile,7044.35,0.01943675959423991
6442,554,4,mobile,974.83,0.08599813722446445
17443,496,7,mobile,210.0,0.028435475548930802
6159,724,3,desktop,1727.17,0.11755155057639227
8984,101,1,desktop,1225.06,0.011242208370436331
5755,557,4,mobile,7265.12,0.09678540399652476
12191,82,3,desktop,5592.22,0.006726273480436387
19430,529,1,mobile,5283.21,0.027225939269171384
15351,73,2,tablet,2566.03,0.004755390528304345
626,14,5,mobile,1588.34,0.022364217252396165
3324,433,8,desktop,2105.15,0.1302647412755716
15169,157,1,mobile,4032.76,0.010350056035335222
11636,735,4,desktop,7414.42,0.0631660364386387
13647,132,4,mobile,2582.44,0.009672455484721917
18359,338,5,mobile,7001.2,0.0184105888120268
1863,404,7,desktop,4940.54,0.2168545356951154
8812,376,8,mobile,8860.14,0.042669087607807535
5897,888,6,desktop,2367.5,0.1505850432423266
9308,559,1,desktop,4536.02,0.06005586592178771
5209,107,7,mobile,1011.81,0.020541370704549818
16600,620,3,mobile,3384.77,0.03734939759036145
2533,265,6,mobile,5093.46,0.10461902881958153
17067,205,8,desktop,7340.77,0.01201148415070018
4267,79,7,mobile,2020.87,0.018514178579798455
17873,155,10,mobile,2220.02,0.008672298998489342
8457,783,6,tablet,6334.2,0.09258602341255764
6254,988,9,mobile,3855.45,0.15797889350815478
9020,997,9,tablet,4846.84,0.11053215077605322
18527,247,1,desktop,8369.54,0.013331893992551412
19980,531,1,mobile,5015.88,0.026576576576576576
17262,858,1,mobile,6542.37,0.04970455335418839
313,313,8,desktop,6584.91,1.0
3862,538,10,mobile,8045.94,0.13930605903676851
13499,729,7,mobile,6399.49,0.054004000296318244
9868,154,3,mobile,694.86,0.015605999189298744
10740,154,2,desktop,3454.62,0.014338919925512105
6831,686,4,desktop,9893.7,0.10042453520714391
19601,92,3,mobile,2005.28,0.004693638079689812
5891,433,7,mobile,5887.95,0.07350195213036836
15922,338,10,desktop,8437.26,0.021228488883306116
8883,480,8,tablet,5886.26,0.05403579871664978
13721,693,6,mobile,3754.09,0.050506522848188906
16119,131,3,mobile,848.27,0.008127055028227557
2820,450,6,desktop,3648.57,0.1595744680851064
9005,993,2,desktop,1861.57,0.11027207107162687
9227,810,7,desktop,9610.59,0.08778584588707056
16485,787,10,tablet,7164.57,0.04774037003336366
6468,273,7,desktop,7506.36,0.04220779220779221
14156,929,4,mobile,4387.89,0.06562588301780165
12336,588,8,desktop,1144.15,0.047665369649805445
18433,177,4,desktop,2703.83,0.009602343622850323
14551,696,7,tablet,2634.13,0.047831764139921656
17401,831,4,mobile,4893.45,0.047755876099074765
19658,643,5,mobile,4636.75,0.03270932953504934
10533,875,7,desktop,4362.41,0.08307224912180765
15625,49,10,mobile,4984.98,0.003136
189,189,3,mobile,9870.88,1.0
18193,666,10,desktop,3018.62,0.03660748639586654
10461,355,5,mobile,6171.93,0.033935570213172735
16469,712,3,desktop,2433.1,0.043232740299957495
3141,308,5,desktop,4692.73,0.09805794333014964
205,205,3,mobile,2040.49,1.0
9178,885,10,tablet,5604.01,0.09642623665286555
18379,630,7,desktop,2686.87,0.034278252353229226
6190,775,1,mobile,416.05,0.12520193861066237
6182,46,9,mobile,8161.95,0.007440957618893562
17118,302,9,tablet,1326.14,0.017642247926159597
2025,868,5,mobile,3711.99,0.42864197530864195
18540,912,9,mobile,4797.92,0.04919093851132686
7017,408,10,mobile,4353.18,0.05814450619923044
19628,189,6,mobile,7270.37,0.00962910128388017
652,652,5,mobile,5987.93,1.0
4011,830,3,tablet,2988.94,0.20693093991523312
3489,129,8,desktop,564.44,0.03697334479793637
13729,561,4,mobile,7687.57,0.040862408041372277
2530,537,10,mobile,3557.64,0.21225296442687747
558,266,3,desktop,8902.76,0.4767025089605735
13495,118,6,mobile,3980.81,0.008743979251574658
307,307,8,desktop,7190.7,1.0
999,144,9,desktop,9398.67,0.14414414414414414
11753,442,6,desktop,6528.97,0.03760741938228537
16505,200,5,mobile,4164.21,0.012117540139351712
8701,157,2,mobile,5695.62,0.018043902999655213
994,487,2,mobile,5457.28,0.48993963782696176
614,614,9,mobile,5868.96,1.0
4209,134,2,mobile,1510.86,0.03183654074602043
13358,912,2,tablet,7000.17,0.06827369366671658
15413,148,3,desktop,1493.18,0.009602283786414065
15449,336,3,tablet,195.44,0.02174898051653829
7279,71,4,desktop,6266.56,0.009754087099876357
10426,233,7,mobile,1213.29,0.022347976213312873
11887,334,9,desktop,7715.6,0.02809792209977286
1660,811,2,mobile,8666.36,0.48855421686746986
13712,666,4,mobile,9450.13,0.0485705950991832
17750,90,9,mobile,6661.55,0.0050704225352112674
19911,334,2,desktop,4846.05,0.01677464717995078
4880,199,10,desktop,3555.2,0.04077868852459016
18411,161,1,mobile,4934.7,0.008744772147085982
11994,538,10,mobile,1944.0,0.044855761213940304
2456,121,8,mobile,3516.81,0.0492671009771987
4890,301,9,mobile,7193.41,0.06155419222903886
16790,724,7,mobile,2213.36,0.04312090530077427
10281,575,8,desktop,2677.47,0.05592841163310962
7157,963,4,desktop,7505.82,0.13455358390387034
16182,436,4,mobile,1819.47,0.026943517488567544
761,68,2,desktop,2496.58,0.08935611038107753
4744,765,8,mobile,224.6,0.16125632377740304
15811,922,2,tablet,7214.51,0.05831383214217949
3020,459,9,mobile,6198.14,0.1519867549668874
16102,514,4,desktop,6959.14,0.031921500434728606
14125,398,1,tablet,2182.56,0.028176991150442476
9046,620,4,desktop,6889.4,0.06853858058810525
12832,286,3,mobile,5983.95,0.022288029925187032
6336,561,6,desktop,3692.92,0.08854166666666667
16409,140,7,mobile,4406.37,0.008531903223840575
13618,730,8,mobile,5700.81,0.05360552210309884
452,452,2,mobile,4958.26,1.0
7105,929,6,tablet,6436.19,0.130752990851513
14136,781,6,tablet,1850.75,0.05524900962082626
16642,590,10,mobile,5430.06,0.03545246965508953
1056,728,5,mobile,4530.28,0.6893939393939394
2171,894,10,tablet,4637.15,0.4117918010133579
8695,610,10,mobile,4720.35,0.07015526164462335
15240,748,7,mobile,8820.65,0.049081364829396325
12903,282,3,mobile,8195.34,0.02185538246919321
3553,661,4,desktop,6314.22,0.18603996622572475
6775,924,10,mobile,7179.05,0.13638376383763837
1055,816,9,desktop,475.89,0.7734597156398104
6395,996,4,mobile,7452.72,0.15574667709147771
16021,936,3,mobile,4887.34,0.0584233193932963
18196,578,2,mobile,3211.59,0.03176522312596175
15382,746,5,mobile,1440.78,0.048498244701599275
4803,457,4,mobile,798.33,0.0951488652925255
6663,87,8,mobile,496.61,0.013057181449797388
12103,79,7,desktop,1659.87,0.006527307279186979
10917,205,6,mobile,349.93,0.01877805257854722
11271,791,2,desktop,7339.79,0.07018010824239197
12682,337,3,tablet,2523.71,0.026573095726226147
12301,254,10,desktop,3718.97,0.02064872774571173
17878,304,9,tablet,8236.03,0.01700413916545475
12573,380,9,mobile,1190.84,0.030223494790423924
9561,130,5,mobile,8364.16,0.013596904089530383
15696,596,3,tablet,6413.43,0.03797145769622834
629,276,2,desktop,3453.19,0.43879173290937995
19442,699,8,desktop,1222.18,0.03595309124575661
12865,558,6,desktop,960.35,0.043373493975903614
14010,899,10,desktop,3388.37,0.06416845110635261
11661,183,7,mobile,1446.4,0.01569333676357088
9231,268,1,desktop,2713.72,0.02903260751814538
625,625,1,mobile,576.91,1.0
16485,322,10,mobile,5970.33,0.019532908704883226
474,474,2,mobile,1495.5,1.0
12297,612,10,mobile,7579.49,0.049768236155159795
4748,78,3,mobile,2220.84,0.016427969671440605
2465,784,1,desktop,7989.87,0.318052738336714
